FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
1700 25 AVE S,01/03/2017 01:32:10,802,01/03/2017 01:50:31,01/03/2017 01:37:41,01/03/2017 01:38:59,01/03/2017 01:43:17,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
1251 54 AVE S,01/03/2017 01:57:35,802,01/03/2017 02:03:21,01/03/2017 01:58:41,01/03/2017 01:59:23,,Emergency Medical cancelled en r,A Shift,Fargo Station 8,
2202 UNIVERSITY DR S,01/03/2017 02:24:24,801,01/03/2017 03:02:01,01/03/2017 02:35:06,01/03/2017 02:36:19,01/03/2017 02:43:08,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
7401 15 ST S,01/03/2017 02:24:37,802,01/03/2017 02:46:45,01/03/2017 02:25:41,01/03/2017 02:26:54,01/03/2017 02:40:13,CO detector activation due to ma,A Shift,Fargo Station 8,
3500 12 AVE N,01/03/2017 02:53:24,804,01/03/2017 03:05:05,01/03/2017 02:54:15,01/03/2017 02:55:35,01/03/2017 02:59:49,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
414 11 ST N,01/03/2017 05:00:49,801,01/03/2017 05:11:15,01/03/2017 05:02:16,01/03/2017 05:03:10,01/03/2017 05:06:15,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
1325 8 ST S,01/03/2017 05:30:33,801,01/03/2017 05:56:36,01/03/2017 05:33:32,01/03/2017 05:34:32,01/03/2017 05:40:04,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
2202 UNIVERSITY DR S,01/03/2017 06:26:40,802,01/03/2017 06:40:19,01/03/2017 06:27:42,01/03/2017 06:28:57,01/03/2017 06:34:17,"Medical assist, assist EMS crew",A Shift,Fargo Station 2,
"46.8478264485570000, -96.7808020668322000",01/03/2017 06:43:46,BATT2,01/03/2017 06:54:35,01/03/2017 06:45:02,01/03/2017 06:47:25,01/03/2017 06:54:28,Motor vehicle accident with inju,A Shift,Fargo Station 2,
"46.8478264485570000, -96.7808020668322000",01/03/2017 06:43:46,TRUCK1,01/03/2017 06:54:35,01/03/2017 06:45:02,01/03/2017 06:47:29,01/03/2017 06:54:28,Motor vehicle accident with inju,A Shift,Fargo Station 2,
"46.8478264485570000, -96.7808020668322000",01/03/2017 06:43:46,802,01/03/2017 07:10:39,01/03/2017 06:45:02,01/03/2017 06:45:55,01/03/2017 06:54:28,Motor vehicle accident with inju,A Shift,Fargo Station 2,
"46.8478264485570000, -96.7808020668322000",01/03/2017 06:43:46,801,01/03/2017 06:54:35,01/03/2017 06:45:02,01/03/2017 06:46:08,01/03/2017 06:54:28,Motor vehicle accident with inju,A Shift,Fargo Station 2,
3124 TIMBERLINE CIR S,01/03/2017 07:02:41,807,01/03/2017 07:14:32,01/03/2017 07:03:23,01/03/2017 07:04:19,01/03/2017 07:10:32,Assist invalid,A Shift,Fargo Station 8,
1902 3 AVE N,01/03/2017 08:15:37,804,01/03/2017 08:28:10,01/03/2017 08:16:23,01/03/2017 08:17:23,01/03/2017 08:20:19,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,BATT2,01/03/2017 09:27:19,01/03/2017 09:17:20,01/03/2017 09:18:57,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,TRUCK2,01/03/2017 09:28:12,01/03/2017 09:17:20,01/03/2017 09:18:13,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,807,01/03/2017 09:43:32,01/03/2017 09:17:20,01/03/2017 09:18:14,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,805,01/03/2017 09:26:16,01/03/2017 09:17:20,01/03/2017 09:19:30,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,804,01/03/2017 09:26:06,01/03/2017 09:17:20,01/03/2017 09:18:09,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5301 AMBER VALLEY PKWY S,01/03/2017 09:16:11,802,01/03/2017 09:26:31,01/03/2017 09:17:20,01/03/2017 09:18:09,01/03/2017 09:19:28,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,BATT2,01/03/2017 09:45:19,01/03/2017 09:39:18,01/03/2017 09:40:16,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,TRUCK2,01/03/2017 09:52:33,01/03/2017 09:39:18,01/03/2017 09:39:33,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,807,01/03/2017 09:45:36,01/03/2017 09:45:00,,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,806,01/03/2017 09:50:04,01/03/2017 09:39:18,01/03/2017 09:40:09,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,805,01/03/2017 09:45:08,01/03/2017 09:39:18,01/03/2017 09:40:10,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,804,01/03/2017 09:45:02,01/03/2017 09:39:18,01/03/2017 09:40:09,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
5660 33 AVE S,01/03/2017 09:37:56,802,01/03/2017 09:45:54,01/03/2017 09:39:18,01/03/2017 09:40:11,01/03/2017 09:43:54,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
1203 43 1/2 ST S,01/03/2017 11:12:17,805,01/03/2017 11:26:23,01/03/2017 11:13:23,01/03/2017 11:14:20,01/03/2017 11:16:58,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
801 38 ST S,01/03/2017 12:28:28,BATT1,01/03/2017 12:30:54,01/03/2017 12:29:42,01/03/2017 12:30:49,01/03/2017 12:30:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
801 38 ST S,01/03/2017 12:28:28,TRUCK1,01/03/2017 12:37:20,01/03/2017 12:29:42,,01/03/2017 12:30:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
801 38 ST S,01/03/2017 12:28:28,805,01/03/2017 12:35:59,01/03/2017 12:29:42,01/03/2017 12:30:46,01/03/2017 12:30:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
801 38 ST S,01/03/2017 12:28:28,804,01/03/2017 12:37:20,01/03/2017 12:29:42,01/03/2017 12:30:51,01/03/2017 12:30:49,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1001 9 AVE N,01/03/2017 12:55:58,801,01/03/2017 13:13:43,01/03/2017 12:56:52,01/03/2017 12:57:47,01/03/2017 13:02:26,Public service,C Shift,Fargo Station 1,
2549 15 ST S,01/03/2017 13:26:06,BATT1,01/03/2017 13:35:21,01/03/2017 13:27:42,01/03/2017 13:28:47,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,TRUCK1,01/03/2017 13:36:03,01/03/2017 13:27:04,01/03/2017 13:28:16,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,805,01/03/2017 13:35:23,01/03/2017 13:27:04,01/03/2017 13:28:41,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,804,01/03/2017 13:29:23,01/03/2017 13:27:04,,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,804,01/03/2017 13:35:20,01/03/2017 13:31:23,01/03/2017 13:31:33,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,802,01/03/2017 13:39:28,01/03/2017 13:27:04,01/03/2017 13:27:58,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2549 15 ST S,01/03/2017 13:26:06,801,01/03/2017 13:30:19,01/03/2017 13:27:04,01/03/2017 13:27:35,,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,BATT2,01/03/2017 13:36:07,01/03/2017 13:27:59,01/03/2017 13:33:07,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,TRUCK2,01/03/2017 13:37:55,01/03/2017 13:27:59,01/03/2017 13:28:49,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,807,01/03/2017 13:36:04,01/03/2017 13:27:59,01/03/2017 13:28:55,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,806,01/03/2017 13:36:17,01/03/2017 13:27:59,01/03/2017 13:28:52,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,803,01/03/2017 13:36:04,01/03/2017 13:27:59,01/03/2017 13:29:05,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2426 20 AVE S,01/03/2017 13:27:01,801,01/03/2017 13:41:46,01/03/2017 13:30:23,01/03/2017 13:30:53,01/03/2017 13:33:52,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2201 13 AVE S,01/03/2017 14:06:54,804,01/03/2017 14:43:03,01/03/2017 14:09:22,01/03/2017 14:10:02,01/03/2017 14:16:38,"Vehicle accident, general cleanu",C Shift,Fargo Station 4,
1902 3 AVE N,01/03/2017 14:26:40,TRUCK1,01/03/2017 14:50:34,01/03/2017 14:29:19,01/03/2017 14:30:19,01/03/2017 14:32:01,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
704 1 AVE N,01/03/2017 14:45:42,801,01/03/2017 14:54:01,01/03/2017 14:46:17,01/03/2017 14:46:56,01/03/2017 14:48:28,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
 45 ST N /  19 AVE N,01/03/2017 15:08:59,BATT2,01/03/2017 15:18:01,01/03/2017 15:12:12,01/03/2017 15:13:39,01/03/2017 15:15:49,Motor vehicle accident with no i,C Shift,Fargo Station 6,
 45 ST N /  19 AVE N,01/03/2017 15:08:59,TRUCK1,01/03/2017 15:17:13,01/03/2017 15:12:12,01/03/2017 15:13:18,01/03/2017 15:15:49,Motor vehicle accident with no i,C Shift,Fargo Station 6,
 45 ST N /  19 AVE N,01/03/2017 15:08:59,806,01/03/2017 15:29:53,01/03/2017 15:12:12,01/03/2017 15:12:49,01/03/2017 15:15:49,Motor vehicle accident with no i,C Shift,Fargo Station 6,
 45 ST N /  19 AVE N,01/03/2017 15:08:59,804,01/03/2017 15:17:30,01/03/2017 15:12:12,01/03/2017 15:13:19,01/03/2017 15:15:49,Motor vehicle accident with no i,C Shift,Fargo Station 6,
4377 15 AVE S,01/03/2017 16:29:53,805,01/03/2017 16:46:10,01/03/2017 16:31:12,01/03/2017 16:32:22,01/03/2017 16:35:48,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
3520 28 ST S,01/03/2017 17:26:37,802,01/03/2017 17:46:42,01/03/2017 17:27:46,01/03/2017 17:28:39,01/03/2017 17:32:15,"EMS call, excluding vehicle acci",C Shift,Fargo Station 2,
900 42 ST S,01/03/2017 17:51:43,806,01/03/2017 17:59:15,01/03/2017 17:53:28,01/03/2017 17:54:21,01/03/2017 17:55:46,Water or steam leak,C Shift,Fargo Station 5,
900 42 ST S,01/03/2017 17:51:43,805,01/03/2017 18:12:22,01/03/2017 17:53:28,01/03/2017 17:54:31,01/03/2017 17:55:46,Water or steam leak,C Shift,Fargo Station 5,
1701 13 AVE S,01/03/2017 18:05:19,804,01/03/2017 18:19:14,01/03/2017 18:08:34,01/03/2017 18:09:41,01/03/2017 18:14:02,Police matter,C Shift,Fargo Station 4,
520 MAIN AVE,01/03/2017 18:09:40,801,01/03/2017 18:24:55,01/03/2017 18:10:13,01/03/2017 18:10:49,01/03/2017 18:13:17,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
3501 WESTRAC DR S,01/03/2017 18:15:05,805,01/03/2017 18:27:21,01/03/2017 18:16:10,01/03/2017 18:17:09,01/03/2017 18:20:16,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
101 2 ST S,01/03/2017 19:03:43,BATT1,01/03/2017 19:18:38,01/03/2017 19:04:29,01/03/2017 19:05:36,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
101 2 ST S,01/03/2017 19:03:43,TRUCK1,01/03/2017 19:14:15,01/03/2017 19:04:29,01/03/2017 19:05:17,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
101 2 ST S,01/03/2017 19:03:43,805,01/03/2017 19:13:02,01/03/2017 19:04:29,01/03/2017 19:06:07,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
101 2 ST S,01/03/2017 19:03:43,804,01/03/2017 19:13:10,01/03/2017 19:04:29,01/03/2017 19:05:36,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
101 2 ST S,01/03/2017 19:03:43,803,01/03/2017 19:13:15,01/03/2017 19:04:29,01/03/2017 19:05:31,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
101 2 ST S,01/03/2017 19:03:43,801,01/03/2017 19:19:02,01/03/2017 19:04:29,01/03/2017 19:05:47,01/03/2017 19:08:04,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
514 29 AVE N,01/03/2017 21:59:38,803,01/03/2017 22:13:18,01/03/2017 22:00:33,01/03/2017 22:01:24,01/03/2017 22:04:08,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
906 BROADWAY N,01/03/2017 23:43:41,801,01/04/2017 00:01:50,01/03/2017 23:44:11,01/03/2017 23:45:18,01/03/2017 23:49:54,Rescue or EMS standby,C Shift,Fargo Station 1,
4902 16 AVE S,01/04/2017 03:15:54,805,01/04/2017 03:41:38,01/04/2017 03:17:33,01/04/2017 03:18:43,01/04/2017 03:24:24,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
409 4 ST N,01/04/2017 03:49:45,801,01/04/2017 03:53:27,01/04/2017 03:50:47,01/04/2017 03:52:05,,Emergency Medical cancelled en r,C Shift,Fargo Station 1,
1340 21 AVE S,01/04/2017 04:25:30,BATT2,01/04/2017 05:46:56,01/04/2017 04:26:05,01/04/2017 04:29:08,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
1340 21 AVE S,01/04/2017 04:25:30,TRUCK2,01/04/2017 05:17:00,01/04/2017 04:26:05,01/04/2017 04:27:04,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
1340 21 AVE S,01/04/2017 04:25:30,805,01/04/2017 04:58:44,01/04/2017 04:26:05,01/04/2017 04:27:54,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
1340 21 AVE S,01/04/2017 04:25:30,804,01/04/2017 05:25:36,01/04/2017 04:26:05,01/04/2017 04:27:21,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
1340 21 AVE S,01/04/2017 04:25:30,802,01/04/2017 07:29:13,01/04/2017 04:26:05,01/04/2017 04:27:26,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
1340 21 AVE S,01/04/2017 04:25:30,801,01/04/2017 04:58:46,01/04/2017 04:26:05,01/04/2017 04:27:35,01/04/2017 04:31:30,Building fire,C Shift,Fargo Station 2,
37 28 AVE NE,01/04/2017 06:39:59,803,01/04/2017 07:06:02,01/04/2017 06:40:48,01/04/2017 06:41:39,01/04/2017 06:45:31,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
4541 RIVERWOOD DR N,01/04/2017 06:55:06,801,01/04/2017 07:15:52,01/04/2017 06:55:45,01/04/2017 06:56:44,01/04/2017 07:10:31,Assist invalid,C Shift,Fargo Station 3,
201 UNIVERSITY DR S,01/04/2017 07:51:24,801,01/04/2017 07:56:35,01/04/2017 07:52:13,01/04/2017 07:52:35,01/04/2017 07:55:57,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
201 UNIVERSITY DR S,01/04/2017 08:10:08,801,01/04/2017 08:28:52,01/04/2017 08:12:19,01/04/2017 08:13:33,01/04/2017 08:16:11,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
1024 9 AVE S,01/04/2017 09:06:13,801,01/04/2017 09:15:21,01/04/2017 09:07:06,01/04/2017 09:07:07,01/04/2017 09:07:52,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
 12 AVE N /  I 29,01/04/2017 09:56:41,BATT1,01/04/2017 10:04:25,01/04/2017 09:58:05,01/04/2017 10:00:05,01/04/2017 10:03:00,Motor vehicle accident with no i,A Shift,Fargo Station 6,
 12 AVE N /  I 29,01/04/2017 09:56:41,TRUCK1,01/04/2017 10:04:17,01/04/2017 09:58:05,01/04/2017 09:59:30,01/04/2017 10:03:00,Motor vehicle accident with no i,A Shift,Fargo Station 6,
 12 AVE N /  I 29,01/04/2017 09:56:41,804,01/04/2017 10:04:23,01/04/2017 09:58:05,01/04/2017 09:59:01,01/04/2017 10:03:00,Motor vehicle accident with no i,A Shift,Fargo Station 6,
 12 AVE N /  I 29,01/04/2017 09:56:41,802,01/04/2017 10:04:12,01/04/2017 09:58:05,01/04/2017 09:59:31,01/04/2017 10:03:00,Motor vehicle accident with no i,A Shift,Fargo Station 6,
1804 39 ST S,01/04/2017 11:14:33,805,01/04/2017 11:31:52,01/04/2017 11:20:26,01/04/2017 11:21:26,01/04/2017 11:25:23,"Medical assist, assist EMS crew",A Shift,Fargo Station 5,
114 1/2 9 ST S,01/04/2017 11:17:32,801,01/04/2017 11:24:55,01/04/2017 11:21:07,01/04/2017 11:21:49,01/04/2017 11:23:47,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,BATT1,01/04/2017 13:12:50,01/04/2017 13:06:45,01/04/2017 13:08:12,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,TRUCK1,01/04/2017 13:12:50,01/04/2017 13:06:45,01/04/2017 13:07:35,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,806,01/04/2017 13:12:54,01/04/2017 13:06:45,01/04/2017 13:07:44,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,804,01/04/2017 13:09:42,01/04/2017 13:06:45,01/04/2017 13:07:42,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,803,01/04/2017 13:38:50,01/04/2017 13:06:45,01/04/2017 13:07:37,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
 29 AVE N /  9 ST N,01/04/2017 13:05:07,801,01/04/2017 13:09:19,01/04/2017 13:06:45,01/04/2017 13:07:36,01/04/2017 13:09:52,Gas leak (natural gas or LPG),A Shift,Fargo Station 3,
403 9 ST S,01/04/2017 13:10:29,801,01/04/2017 13:21:25,01/04/2017 13:11:21,01/04/2017 13:11:36,01/04/2017 13:14:13,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
112 UNIVERSITY DR N,01/04/2017 13:29:02,801,01/04/2017 13:41:56,01/04/2017 13:30:19,01/04/2017 13:30:34,01/04/2017 13:34:06,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
4541 RIVERWOOD DR N,01/04/2017 14:20:34,803,01/04/2017 14:34:26,01/04/2017 14:21:01,01/04/2017 14:21:34,01/04/2017 14:28:09,Assist invalid,A Shift,Fargo Station 3,
1902 3 AVE N,01/04/2017 14:22:23,804,01/04/2017 14:33:58,01/04/2017 14:24:10,01/04/2017 14:24:54,01/04/2017 14:27:54,No incident found on arrival at,A Shift,Fargo Station 4,
3530 28 ST S,01/04/2017 15:08:07,BATT2,01/04/2017 15:28:30,01/04/2017 15:09:30,01/04/2017 15:10:10,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,TRUCK2,01/04/2017 15:16:45,01/04/2017 15:09:30,01/04/2017 15:10:45,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,807,01/04/2017 15:16:44,01/04/2017 15:09:30,01/04/2017 15:10:36,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,805,01/04/2017 15:16:53,01/04/2017 15:09:30,01/04/2017 15:10:30,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,804,01/04/2017 15:16:48,01/04/2017 15:09:30,01/04/2017 15:10:18,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,802,01/04/2017 15:30:15,01/04/2017 15:10:00,01/04/2017 15:10:20,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
3530 28 ST S,01/04/2017 15:08:07,801,01/04/2017 15:16:39,01/04/2017 15:09:30,01/04/2017 15:10:30,01/04/2017 15:10:34,"Cooking fire, confined to contai",A Shift,Fargo Station 2,
123 ROBERTS ST N,01/04/2017 15:11:33,803,01/04/2017 15:25:13,01/04/2017 15:14:12,01/04/2017 15:14:48,01/04/2017 15:21:29,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
3441 13 AVE S,01/04/2017 15:41:59,805,01/04/2017 15:51:22,01/04/2017 15:43:03,01/04/2017 15:44:03,01/04/2017 15:47:03,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
331 PRAIRIEWOOD CIR S,01/04/2017 15:54:02,805,01/04/2017 16:18:32,01/04/2017 15:55:21,01/04/2017 15:55:30,01/04/2017 16:00:45,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
402 30 AVE N,01/04/2017 16:12:53,803,01/04/2017 16:33:13,01/04/2017 16:13:49,01/04/2017 16:14:31,01/04/2017 16:18:19,Alarm system sounded due to malf,A Shift,Fargo Station 3,
705 13 AVE N,01/04/2017 17:05:03,801,01/04/2017 17:19:36,01/04/2017 17:06:04,01/04/2017 17:07:02,01/04/2017 17:11:40,No incident found on arrival at,A Shift,Fargo Station 1,
4541 RIVERWOOD DR N,01/04/2017 17:33:43,803,01/04/2017 17:57:19,01/04/2017 17:35:16,01/04/2017 17:36:01,01/04/2017 17:42:17,"EMS call, excluding vehicle acci",A Shift,Fargo Station 3,
1714 GOLD DR S,01/04/2017 18:50:19,BATT2,01/04/2017 18:59:22,01/04/2017 18:51:52,01/04/2017 18:52:35,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
1714 GOLD DR S,01/04/2017 18:50:19,TRUCK2,01/04/2017 18:59:10,01/04/2017 18:51:52,01/04/2017 18:53:02,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
1714 GOLD DR S,01/04/2017 18:50:19,807,01/04/2017 18:59:29,01/04/2017 18:51:52,01/04/2017 18:52:57,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
1714 GOLD DR S,01/04/2017 18:50:19,805,01/04/2017 18:59:08,01/04/2017 18:51:52,01/04/2017 18:52:50,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
1714 GOLD DR S,01/04/2017 18:50:19,804,01/04/2017 18:59:09,01/04/2017 18:51:52,01/04/2017 18:52:47,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
1714 GOLD DR S,01/04/2017 18:50:19,802,01/04/2017 19:11:35,01/04/2017 18:51:52,01/04/2017 18:52:56,01/04/2017 18:57:08,"Arcing, shorted electrical equip",A Shift,Fargo Station 2,
909 UNIVERSITY DR N,01/04/2017 18:53:26,BATT1,01/04/2017 19:04:55,01/04/2017 18:53:51,01/04/2017 18:56:08,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
909 UNIVERSITY DR N,01/04/2017 18:53:26,TRUCK1,01/04/2017 19:01:44,01/04/2017 18:53:51,01/04/2017 18:54:20,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
909 UNIVERSITY DR N,01/04/2017 18:53:26,806,01/04/2017 19:01:46,01/04/2017 18:53:51,01/04/2017 18:54:57,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
909 UNIVERSITY DR N,01/04/2017 18:53:26,804,01/04/2017 19:01:45,01/04/2017 19:00:11,01/04/2017 19:00:19,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
909 UNIVERSITY DR N,01/04/2017 18:53:26,803,01/04/2017 19:01:45,01/04/2017 18:53:51,01/04/2017 18:54:39,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
909 UNIVERSITY DR N,01/04/2017 18:53:26,801,01/04/2017 19:07:13,01/04/2017 18:53:51,01/04/2017 18:54:41,01/04/2017 18:59:00,"Arcing, shorted electrical equip",A Shift,Fargo Station 1,
3902 13 AVE S,01/04/2017 19:19:13,805,01/04/2017 19:36:30,01/04/2017 19:20:36,01/04/2017 19:21:17,01/04/2017 19:31:28,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
2301 EVERGREEN RD N,01/04/2017 19:41:46,803,01/04/2017 19:59:17,01/04/2017 19:42:44,01/04/2017 19:43:34,01/04/2017 19:47:29,"EMS call, excluding vehicle acci",A Shift,Fargo Station 3,
3043 33 ST S,01/04/2017 20:04:19,BATT2,01/04/2017 20:12:14,01/04/2017 20:05:00,01/04/2017 20:05:49,01/04/2017 20:08:42,"Excessive heat, scorch burns wit",A Shift,Fargo Station 2,
3043 33 ST S,01/04/2017 20:04:19,TRUCK2,01/04/2017 20:12:10,01/04/2017 20:05:00,01/04/2017 20:06:18,01/04/2017 20:08:42,"Excessive heat, scorch burns wit",A Shift,Fargo Station 2,
